"","Taxon","X","site_code","n_treat_years","sum.ctrl.cover","mean.ctrl.cover","sum.drt.cover","mean.drt.cover","sum.cover.response","mean.cover.response","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"94","BOUTELOUA ARISTIDOIDES",1737,"cerrillos.ar",1,25.63,12.815,73.13,36.565,47.5,23.75,15.9,0.04,NA,12.89,0.3,NA,103.65,NA,"GRASS","ANNUAL","GRASS"
"99","BRACHYPODIUM DISTACHYON",5916,"scruzm.us",1,1.0416667,1.0416667,1.8348624,1.8348624,0.7931957,0.7931957,27.125,0.1005,NA,30.85889908,0.5,NA,NA,NA,"FORB","ANNUAL","GRASS"
"108","BROMUS DIANDRUS",5925,"scruzm.us",1,9.0340522,2.25851305,2.1978022,2.1978022,-6.83625,-0.06071085,19.4,0.99,NA,39,NA,NA,238.8,NA,"GRASS","ANNUAL","GRASS"
"109","BROMUS DIANDRUS",5838,"scruzl.us",1,23.2323232,11.6161616,1.2195122,1.2195122,-22.012811,-10.3966494,19.4,0.99,NA,39,NA,NA,238.8,NA,"GRASS","ANNUAL","GRASS"
"112","BROMUS HORDEACEUS",440,"baddrt.de",1,1.1,0.55,0.02,0.01,-1.08,-0.54,25.57289667,0.6899,10.2,27.25455017,0.254,0.137083333,471.2364007,0.2,"GRASS","ANNUAL","GRASS"
"113","BROMUS HORDEACEUS",5724,"scruzh.us",1,5.2691476,2.6345738,5.5385661,2.76928305,0.2694185,0.13470925,25.57289667,0.6899,10.2,27.25455017,0.254,0.137083333,471.2364007,0.2,"GRASS","ANNUAL","GRASS"
"115","BROMUS JAPONICUS",4906,"oreaa.us",1,1.5,0.5,1.5,0.5,0,0,20.898,0.424044444,NA,19.31803729,1.5,NA,NA,0.54,"GRASS","ANNUAL","GRASS"
"116","BROMUS JAPONICUS",5020,"oreac.us",1,15,3,65.5,13.1,50.5,10.1,20.898,0.424044444,NA,19.31803729,1.5,NA,NA,0.54,"GRASS","ANNUAL","GRASS"
"117","BROMUS JAPONICUS",1507,"cdpt_drt.us",1,4,2,4,4,0,2,20.898,0.424044444,NA,19.31803729,1.5,NA,NA,0.54,"GRASS","ANNUAL","GRASS"
"118","BROMUS RUBENS",4618,"nnss.us",1,29.8615225,2.98615225,2.4126596,0.48253192,-27.4488629,-2.50362033,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,"GRASS","ANNUAL","GRASS"
"119","BROMUS RUBENS",1406,"capmcd.us",1,2,0.5,0.5,0.5,-1.5,0,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,"GRASS","ANNUAL","GRASS"
"120","BROMUS RUBENS",2918,"gmgranite.us",1,2.5,0.5,0.5,0.5,-2,0,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,"GRASS","ANNUAL","GRASS"
"121","BROMUS RUBENS",2949,"gmmolar.us",1,9,1.285714286,10,1.428571429,1,0.142857143,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,"GRASS","ANNUAL","GRASS"
"122","BROMUS STERILIS",2116,"cowidrt.ca",1,26,13,10,3.333333333,-16,-9.666666667,27.9,0.658333333,NA,30.5349098,1.5,0.4459545,279.231,NA,"GRASS","ANNUAL","GRASS"
"123","BROMUS STERILIS",444,"baddrt.de",1,0.41,0.1025,5,5,4.59,4.8975,27.9,0.658333333,NA,30.5349098,1.5,0.4459545,279.231,NA,"GRASS","ANNUAL","GRASS"
"124","BROMUS TECTORUM",4619,"nnss.us",1,43.8977668,4.38977668,6.1766546,0.882379229,-37.7211122,-3.507397451,18.768,0.198681818,7.006735802,17.28496,0.90288,0.47,31.204325,0.57,"GRASS","ANNUAL","GRASS"
"125","BROMUS TECTORUM",4662,"nplatte.us",1,38,6.333333333,99,14.14285714,61,7.80952381,18.768,0.198681818,7.006735802,17.28496,0.90288,0.47,31.204325,0.57,"GRASS","ANNUAL","GRASS"
"126","BROMUS TECTORUM",3053,"hard.us",1,2,2,5,5,3,3,18.768,0.198681818,7.006735802,17.28496,0.90288,0.47,31.204325,0.57,"GRASS","ANNUAL","GRASS"
"138","CARDUUS PYCNOCEPHALUS",5849,"scruzl.us",1,26.3876141,8.795871367,40.2597403,20.12987015,13.8721262,11.33399878,8.2,0.8,NA,38,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"139","CARDUUS PYCNOCEPHALUS",5930,"scruzm.us",1,6.8493151,6.8493151,35.5944514,7.11889028,28.7451363,0.26957518,8.2,0.8,NA,38,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"162","Centrolepis ARISTATA",3373,"jilpanger.au",1,2,0.5,1,0.5,-1,0,19.7,0.09857143,NA,28.092362,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"163","Centrolepis STRIGOSA",3376,"jilpanger.au",1,1.5,0.5,0.5,0.5,-1,0,NA,0.11,NA,5.632,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"164","CEPHALIPTERUM DRUMMONDII",2246,"credoj.au",1,0.5,0.5,0.5,0.5,0,0,NA,0.33086325,NA,37.282501,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"165","CEPHALIPTERUM DRUMMONDII",2324,"credom.au",1,40,20,1,1,-39,-19,NA,0.33086325,NA,37.282501,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"175","CERASTIUM GLOMERATUM",2136,"cowidrt.ca",1,2,1,4,1,2,0,17.025,0.249,14.7,23.38503171,0.11,0.4988333,318,NA,"FORB","ANNUAL","FORB"
"176","CHENOPODIUM ALBUM",1510,"cdpt_drt.us",1,0.3,0.1,0.2,0.1,-0.1,0,27.125,1.174877193,10.87,22.66936863,1.19,0.372010894,215.0556376,0.230308403,"FORB","ANNUAL","FORB"
"193","COLLINSIA PARVIFLORA",5027,"oreac.us",1,3.5,0.7,3,0.6,-0.5,-0.1,NA,0.3048,NA,32.3,NA,NA,NA,0.28,"FORB","ANNUAL","FORB"
"194","COLLINSIA PARVIFLORA",4910,"oreaa.us",1,1.5,0.5,1.5,0.5,0,0,NA,0.3048,NA,32.3,NA,NA,NA,0.28,"FORB","ANNUAL","FORB"
"202","COREOPSIS TINCTORIA",1511,"cdpt_drt.us",1,21,3.5,4.5,2.25,-16.5,-1.25,14.704,0.1905,12.73,14.36677143,NA,NA,28.59345,NA,"FORB","ANNUAL","FORB"
"206","CREPIS CAPILLARIS",462,"baddrt.de",1,9.7,1.616666667,18,9,8.3,7.383333333,25.65,0.458333333,10.7,35.00023666,0.385,NA,138,NA,"FORB","ANNUAL","FORB"
"207","CROTON MONANTHOGYNUS",4751,"oklah.us",1,4,1.333333333,3.5,1.75,-0.5,0.416666667,17.5,NA,NA,18.1,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"249","EPILOBIUM BRACHYCARPUM",4929,"oreaa.us",1,7.5,1.5,4.5,0.9,-3,-0.6,30.48666667,0.286,10.95816314,21.56584,NA,NA,81.71053333,NA,"FORB","ANNUAL","FORB"
"250","EPILOBIUM BRACHYCARPUM",5047,"oreac.us",1,7.5,1.5,7.5,1.5,0,0,30.48666667,0.286,10.95816314,21.56584,NA,NA,81.71053333,NA,"FORB","ANNUAL","FORB"
"255","ERAGROSTIS DIELSII",2341,"credom.au",1,2.5,1.25,0.5,0.5,-2,-0.75,NA,0.3,NA,5.7,NA,NA,NA,NA,"GRASS","ANNUAL","GRASS"
"261","ERIGERON ANNUUS",2741,"esw.ca",1,3,1,3,1,0,0,13.87251282,0.790891667,NA,23.37334387,1.02,0.32875817,62.7520477,0.25,"FORB","ANNUAL","FORB"
"262","ERIGERON BONARIENSIS",1942,"chilcasdrt.ar",1,5,5,1,1,-4,-4,20.2,0.46625,NA,17.6205,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"264","ERIGERON STRIGOSUS",3922,"konzadrt.us",1,1,1,1,1,0,0,12.3765,0.566,NA,24.97386549,0.254,NA,NA,NA,"FORB","ANNUAL","FORB"
"266","ERODIUM CICUTARIUM",6089,"spvdrt.ar",1,6,2,2,1,-4,-1,34.47666667,0.0275,11.48,28.8428,0.5,0.43626943,71.7331,0.1243,"FORB","ANNUAL","FORB"
"267","ERODIUM CICUTARIUM",2970,"gmmolar.us",1,13.5,1.928571429,27.5,3.928571429,14,2,34.47666667,0.0275,11.48,28.8428,0.5,0.43626943,71.7331,0.1243,"FORB","ANNUAL","FORB"
"268","ERODIUM CICUTARIUM",2934,"gmgranite.us",1,15,2.142857143,47,6.714285714,32,4.571428571,34.47666667,0.0275,11.48,28.8428,0.5,0.43626943,71.7331,0.1243,"FORB","ANNUAL","FORB"
"272","EUPHORBIA DENTATA",4780,"oklah.us",1,0.5,0.5,0.5,0.5,0,0,NA,NA,NA,30,NA,0.28,NA,0.21,"FORB","ANNUAL","FORB"
"275","EUPHRASIA MINIMA",5268,"passogavia.it",1,0.05,0.0125,0.01,0.01,-0.04,-0.0025,26.868,0.108,NA,17.10079827,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"300","GALIUM APARINE",479,"baddrt.de",1,0.42,0.07,0.2,0.1,-0.22,0.03,30.3875,0.765787211,17.66740825,34.58771111,0.1016,0.246153846,342.4265529,0.153183334,"FORB","ANNUAL","FORB"
"301","GALIUM APARINE",2168,"cowidrt.ca",1,5,1,4,1,-1,0,30.3875,0.765787211,17.66740825,34.58771111,0.1016,0.246153846,342.4265529,0.153183334,"FORB","ANNUAL","FORB"
"306","GALIUM MOLLUGO",5552,"rhijn.nl",1,155,25.83333333,50,25,-105,-0.833333333,29.6653889,0.57825,12.06782427,21.5515698,0.1688729,0.105319476,406.1581499,0.264461111,"FORB","ANNUAL","FORB"
"312","GERANIUM DISSECTUM",3251,"jenadrt.de",1,28,9.333333333,6,2,-22,-7.333333333,19.13,0.151,NA,17.86,0.5,0.382010582,207.6012196,0.122766667,"FORB","ANNUAL","FORB"
"313","GERANIUM DISSECTUM",5949,"scruzm.us",1,10.7321117,3.577370567,5.8522727,2.92613635,-4.879839,-0.651234217,19.13,0.151,NA,17.86,0.5,0.382010582,207.6012196,0.122766667,"FORB","ANNUAL","FORB"
"314","GERANIUM DISSECTUM",5862,"scruzl.us",1,104.7801431,20.95602862,11.3977867,3.799262233,-93.3823564,-17.15676639,19.13,0.151,NA,17.86,0.5,0.382010582,207.6012196,0.122766667,"FORB","ANNUAL","FORB"
"333","HELIANTHUS ANNUUS",1517,"cdpt_drt.us",1,0.5,0.5,2.6,0.866666667,2.1,0.366666667,18,2.847733333,27.3,18.91505647,0.2032,0.086907021,191.3969043,0.945853228,"FORB","ANNUAL","FORB"
"350","HOLOSTEUM UMBELLATUM",3833,"kiskun.hu",1,3.51,0.702,0.12,0.04,-3.39,-0.662,NA,0.161666667,NA,35.26333333,0.24,NA,NA,NA,"FORB","ANNUAL","FORB"
"351","HOLOSTEUM UMBELLATUM",2753,"esw.ca",1,1,1,1,1,0,0,NA,0.161666667,NA,35.26333333,0.24,NA,NA,NA,"FORB","ANNUAL","FORB"
"352","HORDEUM PUSILLUM",4348,"marcdrt.ar",1,3,1.5,2,1,-1,-0.5,NA,0.36576,NA,32.4,0.2032,0.278984039,157.1579379,0.1830875,"GRASS","ANNUAL","GRASS"
"353","HYALOSPERMA DEMISSUM",3398,"jilpanger.au",1,3.5,0.7,0.5,0.5,-3,-0.2,NA,0.03518491,NA,38.104966,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"355","HYDROCOTYLE FOVEOLATA",3400,"jilpanger.au",1,2,0.5,0.5,0.5,-1.5,0,NA,0.13,NA,40.950606,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"356","HYPOCHAERIS GLABRA",3404,"jilpanger.au",1,2.5,0.5,1.5,0.5,-1,0,18.975,0.301666667,NA,40.145,NA,NA,NA,1.96333333,"FORB","ANNUAL","FORB"
"363","ISOETOPSIS GRAMINIFOLIA",2352,"credom.au",1,0.5,0.5,0.5,0.5,0,0,NA,0.045,NA,14.44850259,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"393","LINUM BIENNE",5774,"scruzh.us",1,3.6585366,3.6585366,12.5957181,6.29785905,8.9371815,2.63932245,27.53,0.375,NA,26.60625,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"394","LINUM CATHARTICUM",93,"allmendb.ch",1,7.5,2.5,6.25,2.083333333,-1.25,-0.416666667,20.2751018,0.184833333,NA,29.89038332,0.18,0.3081,160,1.190476,"FORB","ANNUAL","FORB"
"395","LINUM CATHARTICUM",2635,"elvadrt.ee",1,1,1,3,1.5,2,0.5,20.2751018,0.184833333,NA,29.89038332,0.18,0.3081,160,1.190476,"FORB","ANNUAL","FORB"
"396","LINUM CATHARTICUM",239,"allmendo.ch",1,6.25,2.083333333,5,1.666666667,-1.25,-0.416666667,20.2751018,0.184833333,NA,29.89038332,0.18,0.3081,160,1.190476,"FORB","ANNUAL","FORB"
"405","LOLIUM PERENNE",5879,"scruzl.us",1,25.0753466,8.358448867,6.038961,3.0194805,-19.0363856,-5.338968367,19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1,"GRASS","ANNUAL","GRASS"
"406","LOLIUM PERENNE",5954,"scruzm.us",1,7.2916666,3.6458333,1.8181818,1.8181818,-5.4734848,-1.8276515,19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1,"GRASS","ANNUAL","GRASS"
"425","MEDICAGO MINIMA",3836,"kiskun.hu",1,0.1,0.1,0.01,0.01,-0.09,-0.09,36.2,0.1701,NA,24.66638889,0.22,0.0815,211.5066667,0.3834,"LEGUME","ANNUAL","LEGUME"
"426","MEDICAGO MINIMA",2365,"credom.au",1,23,5.75,2,2,-21,-3.75,36.2,0.1701,NA,24.66638889,0.22,0.0815,211.5066667,0.3834,"LEGUME","ANNUAL","LEGUME"
"428","MILLOTIA TENUIFOLIA",3426,"jilpanger.au",1,2,0.666666667,0.5,0.5,-1.5,-0.166666667,NA,0.12,NA,36.253385,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"429","MINUARTIA GLOMERATA",3838,"kiskun.hu",1,0.2,0.2,0.21,0.07,0.01,-0.13,NA,NA,NA,11.1936,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"445","PANICUM CAPILLARE",3940,"konzadrt.us",1,18,9,3,1.5,-15,-7.5,17.0314031,0.43545,NA,27.43942379,0.62,0.14,218,0.1917,"GRASS","ANNUAL","GRASS"
"478","PLANTAGO PATAGONICA",1451,"capmcd.us",1,1.5,0.75,4,4,2.5,3.25,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,"FORB","ANNUAL","FORB"
"479","PLANTAGO PATAGONICA",1493,"capwhite.us",1,6,1.5,2,1,-4,-0.5,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,"FORB","ANNUAL","FORB"
"480","PLANTAGO PATAGONICA",4817,"oklah.us",1,1,0.5,0.5,0.5,-0.5,0,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,"FORB","ANNUAL","FORB"
"481","PLANTAGO PATAGONICA",4689,"nplatte.us",1,8,2,2,2,-6,0,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,"FORB","ANNUAL","FORB"
"482","PLANTAGO PATAGONICA",6149,"spvdrt.ar",1,4,2,1,1,-3,-1,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,"FORB","ANNUAL","FORB"
"483","PLANTAGO RHODOSPERMA",824,"bfl.us",1,1,1,2,1,1,0,NA,NA,NA,17.37,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"509","POLYGONUM ARENARIUM",3843,"kiskun.hu",1,0.62,0.124,0.14,0.028,-0.48,-0.096,NA,NA,NA,16.81,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"529","QUINETIA URVILLEI",3435,"jilpanger.au",1,2.5,0.5,1,0.5,-1.5,0,NA,0.2,NA,28.711511,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"534","RAPHANUS SATIVUS",5885,"scruzl.us",1,174.8182198,34.96364396,305.4907505,61.0981501,130.6725307,26.13450614,40.5,0.715,14.825,34.60857143,1.566667,NA,NA,NA,"FORB","ANNUAL","FORB"
"535","RAPHANUS SATIVUS",5961,"scruzm.us",1,37.2010363,7.44020726,102.8851914,20.57703828,65.6841551,13.13683102,40.5,0.715,14.825,34.60857143,1.566667,NA,NA,NA,"FORB","ANNUAL","FORB"
"537","RHINANTHUS MINOR",127,"allmendb.ch",1,1.25,0.416666667,6,2,4.75,1.583333333,34.3558401,0.395833333,NA,18.84206584,0.08,NA,NA,NA,"FORB","ANNUAL","FORB"
"538","RHINANTHUS MINOR",267,"allmendo.ch",1,3.25,1.083333333,2.5,0.833333333,-0.75,-0.25,34.3558401,0.395833333,NA,18.84206584,0.08,NA,NA,NA,"FORB","ANNUAL","FORB"
"539","RHINANTHUS MINOR",692,"bayrdrt.de",1,0.1,0.1,2,2,1.9,1.9,34.3558401,0.395833333,NA,18.84206584,0.08,NA,NA,NA,"FORB","ANNUAL","FORB"
"549","RUDBECKIA HIRTA",6071,"slp.us",1,13,4.333333333,11,5.5,-2,1.166666667,28.33854,0.48345,21.64598,19.67108394,0.254,0.14325585,119.2626432,0.2691575,"FORB","ANNUAL","FORB"
"550","RUDBECKIA HIRTA",830,"bfl.us",1,1,1,3,1.5,2,0.5,28.33854,0.48345,21.64598,19.67108394,0.254,0.14325585,119.2626432,0.2691575,"FORB","ANNUAL","FORB"
"556","SALSOLA KALI",324,"antelope.us",1,0.25,0.25,2.8,0.933333333,2.55,0.683333333,7.39,NA,NA,10.84692732,1.38,NA,19.34,0.183333333,"FORB","ANNUAL","WOODY"
"557","SALSOLA KALI",5987,"sevblack.us",1,20.25,4.05,2.6,0.65,-17.65,-3.4,7.39,NA,NA,10.84692732,1.38,NA,19.34,0.183333333,"FORB","ANNUAL","WOODY"
"560","SALVIA VERBENACA",2294,"credoj.au",1,3,0.6,2.5,0.5,-0.5,-0.1,NA,0.508333333,NA,11.94,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"561","SALVIA VERBENACA",2382,"credom.au",1,7,1.4,4,0.8,-3,-0.6,NA,0.508333333,NA,11.94,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"565","SCHISMUS BARBATUS",2943,"gmgranite.us",1,22,3.142857143,26,3.714285714,4,0.571428571,NA,0.25,NA,18.21,0.16,NA,81.47,NA,"GRASS","ANNUAL","GRASS"
"566","SCHISMUS BARBATUS",6159,"spvdrt.ar",1,7,2.333333333,4,1.333333333,-3,-1,NA,0.25,NA,18.21,0.16,NA,81.47,NA,"GRASS","ANNUAL","GRASS"
"579","SECALE SYLVESTRE",3845,"kiskun.hu",1,0.13,0.0325,0.73,0.146,0.6,0.1135,NA,NA,NA,13.43,NA,NA,NA,NA,"GRASS","ANNUAL","GRASS"
"581","SENECIO MADAGASCARIENSIS",6374,"yarradrt.au",1,2,2,15,15,13,13,37.065,0.6,NA,23.57,NA,NA,24.2,0.44,"NULL","ANNUAL","FORB"
"587","SOLANUM ELAEAGNIFOLIUM",6001,"sevmixed.us",1,1.5,0.5,1,0.5,-0.5,0,NA,1,NA,11.75,1.77,NA,15.678,0.324,"FORB","ANNUAL","FORB"
"603","SONCHUS ASPER",5892,"scruzl.us",1,2.0408163,2.0408163,43.6436137,14.54787123,41.6027974,12.50705493,27.6,0.5875,NA,24.97389591,0.69,0.301036269,223.2180487,0.1419,"FORB","ANNUAL","FORB"
"604","SONCHUS ASPER",528,"baddrt.de",1,1.05,0.35,3,1,1.95,0.65,27.6,0.5875,NA,24.97389591,0.69,0.301036269,223.2180487,0.1419,"FORB","ANNUAL","FORB"
"605","SONCHUS OLERACEUS",529,"baddrt.de",1,1.31,0.3275,0.1,0.1,-1.21,-0.2275,34.9,1.1328125,NA,39.67950467,0.755,NA,76.97,0.1,"FORB","ANNUAL","FORB"
"645","THLASPI ARVENSE",3110,"hard.us",1,5,1.666666667,9,3,4,1.333333333,NA,0.423333333,NA,24.42761317,0.49,0.42845,105,0.2761525,"FORB","ANNUAL","FORB"
"652","TIDESTROMIA LANUGINOSA",3478,"jorndrt.us",1,2,2,0.2,0.2,-1.8,-1.8,NA,0.3,NA,17.09882973,0.265,NA,4.37819,0.074,"FORB","ANNUAL","FORB"
"658","TRIFOLIUM DUBIUM",3333,"jenadrt.de",1,15,5,6,2,-9,-3,35.6,0.076,27.56771735,30.39,0.3445,0.109,254.8747547,0.231187416,"LEGUME","ANNUAL","LEGUME"
"680","VALERIANELLA LOCUSTA",2229,"cowidrt.ca",1,9,1.8,10,2.5,1,0.7,26,0.1925,NA,31.7,0.05,0.56326,204,1.242171,"FORB","ANNUAL","FORB"
"681","VENTENATA DUBIA",5084,"oreac.us",1,11.5,3.833333333,1,1,-10.5,-2.833333333,NA,0.225,NA,20.5,NA,NA,NA,0.28,"GRASS","ANNUAL","GRASS"
"682","VENTENATA DUBIA",4994,"oreaa.us",1,29,5.8,35,8.75,6,2.95,NA,0.225,NA,20.5,NA,NA,NA,0.28,"GRASS","ANNUAL","GRASS"
"683","VERONICA ARVENSIS",2233,"cowidrt.ca",1,1,1,2,1,1,0,15,0.187777778,NA,21.00097059,0.19,0.7139167,224.167,0.98561,"FORB","ANNUAL","FORB"
"684","VERONICA ARVENSIS",3344,"jenadrt.de",1,1.5,0.5,1.5,0.5,0,0,15,0.187777778,NA,21.00097059,0.19,0.7139167,224.167,0.98561,"FORB","ANNUAL","FORB"
"692","VICIA ARTICULATA",734,"bayrdrt.de",1,0.1,0.1,0.1,0.1,0,0,NA,0.253333333,NA,25.51,NA,NA,NA,NA,"LEGUME","ANNUAL","LEGUME"
"695","VICIA HIRSUTA",2237,"cowidrt.ca",1,9,1.8,9,2.25,0,0.45,43.2098,0.4375,28.02801,22.05714286,0.66,0.3375,87.90712843,0.2074,"FORB","ANNUAL","LEGUME"
"696","VICIA SATIVA",2241,"cowidrt.ca",1,5,1,7,1.75,2,0.75,32.1,0.7509,3.5,26.61714286,0.3048,0.430769231,60.47073255,0.222666667,"FORB","ANNUAL","LEGUME"
"700","VULPIA BROMOIDES",6173,"spvdrt.ar",1,4,2,1,1,-3,-1,NA,0.2225,NA,20.86,0.4995,NA,417.75,0.2945,"GRASS","ANNUAL","GRASS"
"701","VULPIA MYUROS",556,"baddrt.de",1,30.4,4.342857143,10.6,3.533333333,-19.8,-0.80952381,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
"702","VULPIA MYUROS",5903,"scruzl.us",1,126.2277907,31.55694768,45.4545455,22.72727275,-80.7732452,-8.829674925,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
"703","VULPIA MYUROS",3452,"jilpanger.au",1,1.5,0.5,1,0.5,-0.5,0,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
"704","VULPIA MYUROS",5828,"scruzh.us",1,88.9457524,29.64858413,16.5425937,4.135648425,-72.4031587,-25.51293571,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
